Restaurant,Borough,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
POPEYES,Brooklyn,1994,ATLANTIC AVENUE,11233,7182211994,American,1/12/2026,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,1/12/2026,4/22/2026,Cycle Inspection / Initial Inspection,40.6769343,-73.92201937,308,41,030700,3330818,3013390049,BK61,POINT (-73.922019365624 40.676934297937)
COOKIE CRUMZ,Queens,29-18,DITMARS BOULEVARD,11105,7186852588,Bakery Products/Desserts,8/4/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,8/4/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.77670721,-73.91153957,401,22,011500,4017612,4008440038,QN72,POINT (-73.911539565354 40.776707209826)
MARISCO CENTRO,Bronx,1160,CASTLE HILL AVENUE,10462,7187920500,Seafood,4/18/2023,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Not Critical,7,A,4/18/2023,4/22/2026,Cycle Inspection / Re-inspection,40.83131439,-73.85088455,209,18,009200,2026776,2038200001,BX59,POINT (-73.850884553092 40.831314389766)
MONTAGUE DINER,Brooklyn,148,MONTAGUE STREET,11201,3122864272,American,10/6/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,25,B,10/6/2025,4/22/2026,Cycle Inspection / Re-inspection,40.69451072,-73.9933286,302,33,000502,3002085,3002490035,BK09,POINT (-73.993328602306 40.694510718235)
GRAN VILLA,Brooklyn,4002,3 AVENUE,11232,7185763924,Latin American,7/11/2022,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,13,A,7/11/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.65319071,-74.00886204,307,38,000200,3010571,3007120037,BK32,POINT (-74.008862036378 40.653190707078)
DOUGH BY LICASTRI,Staten Island,977,VICTORY BOULEVARD,10301,7185247868,Italian,1/9/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,10,A,1/9/2025,4/22/2026,Pre-permit (Operational) / Re-inspection,40.62062027,-74.09850451,501,49,005900,5006536,5002400026,SI35,POINT (-74.098504509185 40.620620271918)
MINT HEIGHTS,Brooklyn,46,HENRY STREET,11201,3479160325,Indian,8/12/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,36,C,8/12/2025,4/22/2026,Cycle Inspection / Re-inspection,40.69958023,-73.99199371,302,33,000100,3001604,3002160031,BK09,POINT (-73.991993711657 40.699580226987)
MOMOSAN RAMEN & SAKE,Manhattan,342,LEXINGTON AVENUE,10016,6462015529,Japanese,4/7/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A,4/7/2025,4/22/2026,Cycle Inspection / Re-inspection,40.7498459,-73.97721893,106,04,008000,1019472,1008950023,MN20,POINT (-73.977218932068 40.749845898233)
GELATOVILLE,Manhattan,692,9 AVENUE,10036,6469547576,Bakery Products/Desserts,9/10/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7,A,9/10/2025,4/22/2026,Pre-permit (Operational) / Re-inspection,40.76195486,-73.99004771,104,03,012700,1025121,1010380064,MN15,POINT (-73.990047708135 40.761954862269)
FRIEDMAN'S LUNCH,Manhattan,75,9 AVENUE,10011,2129297100,American,4/18/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,4/18/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.74186904,-74.00471301,104,03,008300,1012541,1007130001,MN13,POINT (-74.004713006739 40.741869040229)
ROSA'S PIZZA & PASTA,Queens,62-65,FRESH POND ROAD,11385,7184977672,Pizza,8/15/2022,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,0,A,8/15/2022,4/22/2026,Cycle Inspection / Re-inspection,40.7124487,-73.90045748,405,30,061301,4087420,4036080022,QN20,POINT (-73.900457477359 40.712448703732)
STARBUCKS,Manhattan,90,PARK AVENUE,10016,2126615489,Coffee/Tea,8/16/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,A,8/16/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.75049672,-73.97886451,106,04,008200,1017595,1008690034,MN20,POINT (-73.978864505394 40.750496721488)
DUNKIN,Manhattan,152,WEST   31 STREET,10001,2125941656,Donuts,1/2/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,1/2/2025,4/22/2026,Cycle Inspection / Re-inspection,40.74851108,-73.99065244,105,03,010100,1015174,1008060076,MN17,POINT (-73.990652443187 40.748511080326)
FLOR DE MAYO,Manhattan,484,AMSTERDAM AVENUE,10024,2127873388,Latin American,4/4/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,22,B,4/4/2024,4/22/2026,Cycle Inspection / Re-inspection,40.78593652,-73.97630014,107,06,017100,1032780,1012310031,MN12,POINT (-73.976300141742 40.785936516755)
ACE BAR,Manhattan,531,EAST    5 STREET,10009,2129798476,American,5/14/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,5/14/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.72450458,-73.98355208,103,02,003200,1005068,1004010048,MN22,POINT (-73.983552084448 40.724504576151)
FATHER & SONS WOOD FIRE OVEN PIZZA,Brooklyn,7901,NEW UTRECHT AVENUE,11214,7189757577,Pizza,10/11/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20,B,10/11/2024,4/22/2026,Cycle Inspection / Re-inspection,40.61229653,-74.00092564,311,43,027600,3162719,3062720010,BK28,POINT (-74.000925637561 40.612296529173)
SULLIVAN STREET BAKERY,Manhattan,236,9 AVENUE,10001,2122655580,Bakery Products/Desserts,5/20/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,5/20/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.74735866,-74.0006785,104,03,009300,1083597,1007480001,MN13,POINT (-74.000678498132 40.747358659306)
TWINS LOUNGE,Brooklyn,732,MANHATTAN AVENUE,11222,6175048384,Bottled Beverages,11/8/2025,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A,11/8/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.72621401,-73.9521739,301,33,056100,3065659,3026200048,BK76,POINT (-73.952173899412 40.726214008375)
LA ELEGANCIA,Queens,88-26,37 AVENUE,11372,3478463569,Latin American,12/1/2022,Establishment re-opened by DOHMH.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,6,C,12/1/2022,4/22/2026,Cycle Inspection / Reopening Inspection,40.75035191,-73.878417,403,21,027700,4036294,4014760001,QN28,POINT (-73.878416995129 40.750351909656)
LULU JUICY FRUIT,Bronx,550,SOUTHERN BOULEVARD,10455,3477265068,"Juice, Smoothies, Fruit Salads",3/14/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12,A,3/14/2024,4/22/2026,Cycle Inspection / Re-inspection,40.81231932,-73.90343963,202,17,008300,2004121,2026037501,BX33,POINT (-73.903439628796 40.812319318786)
DOS TOROS TAQUERIA,Brooklyn,1,BOERUM PLACE,11201,9295485913,Tex-Mex,4/18/2026,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13,A,4/18/2026,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.69195501,-73.98905933,302,33,003700,3000417,3001530003,BK38,POINT (-73.989059328758 40.691955006733)
BARESHA,Manhattan,180,VARICK STREET,10014,2123664848,Pizza,4/16/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A,4/16/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.72747272,-74.00548048,102,03,003700,1008117,1005190070,MN24,POINT (-74.005480478325 40.727472716915)
FAY DA BAKERY,Queens,133-51,41 AVENUE,11355,7184569331,Bakery Products/Desserts,11/7/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,11/7/2024,4/22/2026,Cycle Inspection / Re-inspection,40.75766108,-73.83067389,407,20,087100,4618345,4050377507,QN22,POINT (-73.830673887389 40.757661081901)
HILTON GARDEN INN,Queens,148-18,134 STREET,11430,7183224448,American,4/4/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,29,C,4/4/2024,4/22/2026,Cycle Inspection / Re-inspection,40.66601479,-73.80579764,410,28,084602,4257534,4118860001,QN55,POINT (-73.805797635755 40.666014788708)
HOLY COW,Manhattan,23,WEST  100 STREET,10025,3477671065,American,5/19/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,43,C,5/19/2025,4/22/2026,Pre-permit (Operational) / Re-inspection,40.79445009,-73.96340731,107,07,018900,1055293,1018360021,MN12,POINT (-73.963407314508 40.794450093643)
DUNKIN,Brooklyn,356,MCGUINNESS BOULEVARD,11222,7183831042,Donuts,3/21/2025,Violations were cited in the following area(s).,04D,"Food worker/food vendor does not wash hands thoroughly after using the toilet, or after coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands or does not change gloves when required; Worker fails to refrain from smoking or being fully clothed in clean outer garments.",Critical,12,A,3/21/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.73494799,-73.95249597,301,33,057900,3063985,3025060001,BK76,POINT (-73.952495966952 40.73494798666)
CHIPOTLE MEXICAN GRILL #2254,Brooklyn,185,7 AVENUE,11215,3477254450,Tex-Mex,6/28/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,A,6/28/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.67125231,-73.97792721,306,39,015500,3025164,3010760002,BK37,POINT (-73.977927206096 40.671252310177)
"BAKED BY LUIGI, NYC PIZZA",Manhattan,221,EAST   23 STREET,10010,6316243646,Pizza,2/6/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,25,B,2/6/2025,4/22/2026,Cycle Inspection / Re-inspection,40.73855487,-73.98248769,106,02,006400,1019774,1009040013,MN21,POINT (-73.982487687766 40.738554871291)
OM WOK,Queens,78-14,ROOSEVELT AVENUE,11372,9296152827,Asian/Asian Fusion,11/9/2023,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,12,A,11/9/2023,4/22/2026,Cycle Inspection / Re-inspection,40.7472513,-73.88743803,404,25,026700,4036807,4014897501,QN29,POINT (-73.887438032645 40.747251296882)
D.T RESTAURANT,Queens,133-35,ROOSEVELT AVENUE,11354,6467045131,Chinese,9/23/2024,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,30,C,9/23/2024,4/22/2026,Pre-permit (Operational) / Re-inspection,40.758502,-73.83324181,407,20,087100,4112276,4049730016,QN22,POINT (-73.833241808988 40.758501995257)
GOLDEN UNICORN GOURMET,Manhattan,18,EAST BROADWAY,10002,2129410911,Chinese,9/18/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,43,C,9/18/2025,4/22/2026,Cycle Inspection / Re-inspection,40.71350468,-73.99671385,103,01,000800,1003483,1002810006,MN27,POINT (-73.996713847634 40.7135046792)
LE CHEILE,Manhattan,839,WEST  181 STREET,10033,2127403111,Irish,2/7/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,2/7/2023,4/22/2026,Cycle Inspection / Re-inspection,40.85132772,-73.93990207,112,10,027300,1064343,1021790106,MN35,POINT (-73.939902066222 40.851327721238)
FERRY HOUSE CAFE,Manhattan,PIER 11,SOUTH ST,10005,9179516933,Coffee/Tea,1/28/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,31,C,1/28/2025,4/22/2026,Cycle Inspection / Re-inspection,40.70357945,-74.00659657,101,01,000700,1087760,1000360018,MN25,POINT (-74.006596569024 40.703579448538)
VENCHI,Manhattan,825,7 AVENUE,10019,7869433195,Frozen Desserts,7/30/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,7/30/2025,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.76314781,-73.98174478,105,04,013100,1023166,1010067501,MN17,POINT (-73.981744778694 40.763147811583)
EMPEROR'S HOUSE,Staten Island,767,FOREST AVENUE,10310,9178588832,Chinese,1/16/2025,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,9,A,1/16/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.62912227,-74.11470006,501,49,010500,5005076,5001830070,SI35,POINT (-74.11470006086 40.62912226721)
POLONICA,Brooklyn,8303,3 AVENUE,11209,7186305805,Polish,11/26/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,39,C,11/26/2024,4/22/2026,Cycle Inspection / Re-inspection,40.62556908,-74.03018469,310,47,006200,3152410,3060170009,BK31,POINT (-74.030184690948 40.62556907795)
SPREAD LOVE & EAT,Brooklyn,9110,FLATLANDS AVENUE,11236,1718541649,Vegan,4/12/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,4/12/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.64079746,-73.90506884,318,46,096600,3229932,3081990040,BK50,POINT (-73.905068839027 40.640797456722)
ROCKAWAY BAKERY,Queens,19-30,MOTT AVENUE,11691,3477839924,Caribbean,7/23/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,7/23/2024,4/22/2026,Pre-permit (Operational) / Re-inspection,40.60392874,-73.75230933,414,31,103202,4457760,4155590012,QN15,POINT (-73.752309333699 40.603928737384)
KEG & LANTERN BREWING,Brooklyn,158,BEARD STREET,11231,7188523692,American,4/10/2024,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Not Critical,10,A,4/10/2024,4/22/2026,Cycle Inspection / Re-inspection,40.67556811,-74.01596353,306,38,005300,3008851,3006030033,BK33,POINT (-74.015963527707 40.675568112617)
THE FLYING FOX TAVERN,Queens,678,WOODWARD AVENUE,11385,7186736384,American,9/13/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,9/13/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.7051799,-73.90619949,405,34,054900,4082941,4034680039,QN20,POINT (-73.906199487074 40.705179899878)
CHACHAWAN,Queens,881,WOODWARD AVENUE,11385,6462078989,Thai,11/16/2023,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,11,A,11/16/2023,4/22/2026,Cycle Inspection / Re-inspection,40.70255763,-73.90171658,405,30,058500,4083392,4034840015,QN20,POINT (-73.901716580461 40.70255763198)
SOPHIE'S CUBAN CUISINE,Manhattan,664,AVENUE OF THE AMERICAS,10010,6464846045,Chinese/Cuban,7/15/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24,B,7/15/2025,4/22/2026,Cycle Inspection / Re-inspection,40.74138315,-73.99389046,105,03,005400,1015517,1008220080,MN13,POINT (-73.993890457889 40.741383151339)
GALO TAVERN 18,Queens,265-11,UNION TURNPIKE,11040,7183474846,American,3/10/2026,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,3/10/2026,4/22/2026,Cycle Inspection / Initial Inspection,40.74928095,-73.70769183,413,23,155102,4174077,4085410062,QN44,POINT (-73.707691825846 40.749280946786)
TONY'S PIZZERIA,Brooklyn,7623,13 AVENUE,11228,3475003988,Pizza,12/3/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,18,B,12/3/2025,4/22/2026,Cycle Inspection / Re-inspection,40.61951777,-74.00822358,310,43,019800,3160599,3062330001,BK30,POINT (-74.008223579983 40.619517766754)
GEORGIAN STAR,Brooklyn,1307,AVENUE Z,11235,5757772727,Eastern European,3/8/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,46,C,3/8/2024,4/22/2026,Pre-permit (Operational) / Re-inspection,40.58789511,-73.95588812,315,48,059000,3203951,3074340045,BK17,POINT (-73.955888124654 40.587895113034)
IDA'S NEARABOUT,Queens,43-13,QUEENS BOULEVARD,11104,7184331916,American,5/1/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,5/1/2024,4/22/2026,Cycle Inspection / Re-inspection,40.74345878,-73.92125913,402,26,018300,4001940,4001620045,QN31,POINT (-73.921259133881 40.74345878185)
SYNDICATED,Brooklyn,46,BOGART STREET,11206,7183863399,American,9/4/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,9/4/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.70503138,-73.93320692,301,34,045300,3000000,3031020001,BK77,POINT (-73.933206919331 40.705031381537)
PP BOY JAPAN TERIYAKI AND SUSHI,Queens,90-22,161 STREET,11432,7185232726,Chinese,11/18/2024,Violations were cited in the following area(s).,02F,"Meat, fish, molluscan shellfish, unpasteurized raw shell eggs, poultry or other TCS offered or served raw or undercooked and written notice not provided to consumer.",Critical,66,C,11/18/2024,4/22/2026,Cycle Inspection / Re-inspection,40.7051853,-73.79927389,412,27,044601,4530478,4097570036,QN61,POINT (-73.799273888988 40.705185303377)
NO. 1 CHINESE RESTAURANT,Brooklyn,661,NOSTRAND AVENUE,11216,7186048300,Chinese,10/22/2022,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,10/22/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.67462786,-73.95004078,308,36,031701,3030990,3012270001,BK61,POINT (-73.950040775304 40.674627856562)
OSAKA,Queens,224-23,UNION TURNPIKE,11364,7188202629,Japanese,11/13/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7,A,11/13/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.73583281,-73.74628901,411,23,129104,4557736,4078420012,QN42,POINT (-73.746289013783 40.735832812511)
NYU LUTHERAN COFFEE SHOP,Brooklyn,150,55 STREET,11220,7186307145,American,3/7/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,3/7/2023,4/22/2026,Cycle Inspection / Re-inspection,40.64693378,-74.02092959,307,38,002200,3014856,3008280001,BK32,POINT (-74.020929590199 40.646933783885)
ZERO BOND,Manhattan,670,BROADWAY,10012,2129603484,American,11/18/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,11/18/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.72729159,-73.9951834,102,01,005502,1008467,1005300001,MN23,POINT (-73.995183397893 40.727291592158)
I X CAFE,Brooklyn,43,LINCOLN ROAD,11225,3475336920,Mexican,5/10/2024,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13,A,5/10/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.66081774,-73.96127505,309,40,032700,3114573,3050240067,BK60,POINT (-73.961275050781 40.660817737012)
LA CASA DEL SABOR,Queens,37-02,BROADWAY,11103,7187915035,Latin American,2/10/2025,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,13,A,2/10/2025,4/22/2026,Cycle Inspection / Re-inspection,40.75964959,-73.92047105,401,22,005900,4010340,4006550034,QN70,POINT (-73.92047105327 40.759649587258)
DUNKIN,Staten Island,1955,VICTORY BOULEVARD,10314,7182739407,Donuts,12/2/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,12/2/2025,4/22/2026,Cycle Inspection / Re-inspection,40.61256937,-74.1293017,501,50,015100,5101190,5003780012,SI07,POINT (-74.129301700098 40.612569369918)
THE DEAD POET,Manhattan,450,AMSTERDAM AVENUE,10024,2125955670,Irish,11/27/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,11/27/2024,4/22/2026,Cycle Inspection / Re-inspection,40.7848525,-73.97709135,107,06,016700,1032685,1012290034,MN12,POINT (-73.977091354051 40.784852500266)
ZHONG YUE RESTAURANT,Queens,86-10,JUSTICE AVENUE,11373,9296885856,Chinese,1/31/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,41,C,1/31/2025,4/22/2026,Cycle Inspection / Re-inspection,40.73765044,-73.87706181,404,25,047300,4045399,4018420012,QN29,POINT (-73.877061811456 40.737650438025)
THE IRISH AMERICAN,Manhattan,17,JOHN STREET,10038,6464146224,Irish,8/19/2025,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10,A,8/19/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.70990873,-74.00894896,101,01,001502,1001216,1000790010,MN25,POINT (-74.008948959948 40.709908729349)
CHIPOTLE MEXICAN GRILL #3309,Brooklyn,474,FULTON STREET,11201,7188520617,Tex-Mex,11/7/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11,A,11/7/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.69010993,-73.98402216,302,33,003700,3388462,3001587501,BK38,POINT (-73.984022159599 40.690109927668)
24 Yan INC,Queens,147-10,45 AVENUE,11355,9293301999,Chinese,12/2/2025,Violations were cited in the following area(s).,28-05,"Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",Not Critical,9,A,12/2/2025,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.75551241,-73.81498173,407,20,118900,4122813,4054300002,QN52,POINT (-73.814981726474 40.755512406049)
STARBUCKS,Manhattan,475,WEST   57 STREET,10019,2122475489,Coffee/Tea,2/10/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11,A,2/10/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.76873143,-73.98763869,104,06,013900,1026878,1010677501,MN15,POINT (-73.987638691276 40.768731433626)
34th BAGELS AND MORE,Manhattan,365,WEST   34 STREET,10001,6462384868,Bagels/Pretzels,7/10/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12,A,7/10/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.7529167,-73.99518515,104,03,011100,1013556,1007580005,MN13,POINT (-73.995185147241 40.752916701024)
82 STANTON,Manhattan,82,STANTON STREET,10002,9172617595,American,3/11/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23,B,3/11/2025,4/22/2026,Cycle Inspection / Re-inspection,40.72155184,-73.98880913,103,01,003001,1079079,1004170070,MN27,POINT (-73.988809132558 40.721551840317)
